title,genre,type,box-number,id,date-mostly-wrong
MOST TERRIBLE TIME IN MY LIFE,Foreign,DVD; Japanese,84,36691,
IN JULY,Foreign,DVD; German,84,36699,
TYCOON: A NEW RUSSIAN,Foreign,DVD; Russian,84,36846,
SHARK SKIN MAN AND PEACH HIP GIRL,Foreign,DVD; Japanese,84,37014,
THESIS,Foreign,DVD; Spanish,84,37033,
BUS 174,Foreign,DVD; Portuguese,84,37114,
BROKEN WINGS,Foreign,DVD; Hebrew,84,37115,
ASFALTO,Foreign,DVD; Spanish,84,37175,
SAMURAI FICTION,Foreign,DVD; Japanese,84,37266,
VERSUS,Foreign,DVD; Japanese,84,37268,
BIG GIRLS DON'T CRY,Foreign,DVD; German,84,37302,
RUMBA,Foreign,DVD; French,84,37476,
THE HOLY LAND,Foreign,DVD; Hebrew,84,37477,
TIRAMISU,Foreign,DVD; Chinese,84,37561,
CARANDIRU,Foreign,DVD; Portuguese,84,37587,
CRAZY LIPS,Foreign,DVD; Japanese,84,37761,
THE UNKNOWN BEYOND,Foreign,DVD; Italian,84,37837,
BETTY BLUE,Foreign,DVD; French,84,37838,
VALENTIN,Foreign,DVD; Spanish,84,37839,
JAPON,Foreign,DVD; Spanish,84,37857,
SUMMER '04,Foreign,DVD; German,84,37889,
SO CLOSE TO PARADISE,Foreign,DVD; Chinese,84,37921,
ZHOU YU'S TRAIN,Foreign,DVD; Chinese,84,38128,
GRIMM,Foreign,DVD; Dutch,84,38178,
THE WEDDING PLAN,Foreign,DVD; Hebrew,84,38239,
DRAMA/MEX,Foreign,DVD; Spanish,84,38288,
THE SIBERIAN MAMMOTH,Foreign,DVD; Russian,84,38318,
A FILM ABOUT MIKHAIL KALATOZOV,Foreign,DVD; Russian,84,38319,
LOS DEBUTANTES,Foreign,DVD; Spanish,84,38335,
CLASSE TOUS RISQUES,Foreign,DVD; French,84,38492,
MACHUCA,Foreign,DVD; Spanish,84,38868,
MARIA FULL OF GRACE,Foreign,DVD; Spanish,84,39075,
OASIS,Foreign,DVD; Korean,84,39113,
SABU,Foreign,DVD; Japanese,84,39180,
ELITE SQUAD,Foreign,DVD; Portuguese,84,39229,
HEY BABU RIBA,Foreign,DVD; Serbo-Croatian,84,39256,
CHINA HEAVYWEIGHT,Foreign,DVD; Chinese,84,39296,
FLOWER OF MY SECRET,Foreign,DVD; Spanish,84,39304,
RECONSTRUCTION,Foreign,DVD; Danish,84,39314,
NANG NAK,Foreign,DVD; Thai,84,39501,
JAN DARA,Foreign,DVD; Thai,84,39502,
THE CYCLIST,Foreign,DVD; Farsi,84,39524,
THE RING VIRUS,Foreign,DVD; Korean,84,39677,
YELLOW ASPHALT,Foreign,DVD; Hebrew,84,39681,
DARK BLUE ALMOST BLACK,Foreign,DVD; Spanish,84,39736,
PREMONITION,Foreign,DVD; Japanese,84,39758,2004
ARISAN!,Foreign,DVD; Indonesian,84,39835,
ICHI 1,Foreign,DVD; Japanese,84,39881,
UNTOLD SCANDAL,Foreign,DVD; Korean,84,39887,
UP AND DOWN,Foreign,DVD; Czech,84,39923,
1000 TIMES GOOD NIGHT,Foreign,DVD; Norwegian,84,40028,
THE EYE 3,Foreign,DVD; Chinese,84,40093,
THE SCAR,Foreign,DVD; Polish,84,40099,
NO END,Foreign,DVD; Polish,84,40101,
THE MAN WHO COPIED,Foreign,DVD; Portuguese,84,40115,
SCHULTZE GETS THE BLUES,Foreign,DVD; German,84,40174,
THE HOLY GIRL,Foreign,DVD; Spanish,84,40252,
MAROONED IN IRAQ,Foreign,DVD; Kurdish,84,40290,
DEVIL'S ISLAND LOVERS,Foreign,DVD; Spanish,84,40317,
YOUNG GODS,Foreign,DVD; Finnish,84,40335,
THE NYMPH,Foreign,DVD; Italian,85,40337,
APP,Foreign,DVD; Dutch,85,40355,
UNHUMAN (THAI),Foreign,DVD; Thai,85,40405,
CHARM SCHOOL,Foreign,DVD; Spanish,85,40538,
COLOUR OF THE TRUTH,Foreign,DVD; Chinese,85,40735,
SHADOW KILL,Foreign,DVD; Miscellaneous ,85,40750,
CATSPLAY,Foreign,DVD; Hungarian,85,40759,
SLIM TILL DEAD,Foreign,DVD; Chinese,85,40776,
HIT MAN FILE,Foreign,DVD; Thai,85,40859,
AT THE GATE OF THE GHOST,Foreign,DVD; Thai,85,40876,
THE DEVIL'S PLAYTHING,Foreign,DVD; German,85,40885,
FEMALE YAKUZA TALE,Foreign,DVD; Japanese,85,40891,
ADDICTED,Foreign,DVD; Korean,85,40894,
FACE TO FACE,Foreign,DVD; Japanese,85,40941,
SWEET SCENT OF DEATH,Foreign,DVD; Spanish,85,41015,
EASTERN BANDITS,Foreign,DVD; Mandarin,85,41061,
THE NINTH DAY,Foreign,DVD; German,85,41156,
MANCORA,Foreign,DVD; Spanish,85,41164,
STRAY DOG: KERBEROS PANZER COPS,Foreign,DVD; Japanese,85,41194,
BOLLYWOOD HOLLYWOOD,Foreign,DVD; Hindi,85,41212,
9 STAR HOTEL,Foreign,DVD; Hebrew,85,41277,
HOUSE OF FURY,Foreign,DVD; Cantonese,85,41338,
DISMISSED FROM LIFE,Foreign,DVD; Polish,85,41381,
PORNOGRAFIA,Foreign,DVD; Polish,85,41388,
YOUR UNKNOWN BROTHER,Foreign,DVD; German,85,41397,
OR MY TREASURE,Foreign,DVD; Hebrew,85,41434,
ARMAGEDDON,Foreign,DVD; Mandarin/Cantonese,85,41640,1997
ANGELS OF SEX,Foreign,DVD; Spanish,85,41714,
THE JOURNEY,Foreign,DVD; Malayalam,85,41913,
TORREMOLINOS 73,Foreign,DVD; Spanish,85,41915,
CLEMENTE,Foreign,DVD; Spanish,85,41950,
MARADONA-THE HAND OF GOD,Foreign,DVD; Spanish,85,41952,
LUST CAUTION,Foreign,DVD; Chinese,85,42043,
THE WORLD,Foreign,DVD; Chinese,85,42063,
AU REVOIR LES ENFANTS,Foreign,DVD; French,85,42294,
GUILTY THE,Foreign,DVD; Danish,85,42324,
FINALE IN BLOOD,Foreign,DVD; Chinese,85,42523,
THE SECOND CIRCLE,Foreign,DVD; Russian,85,42570,
MOTHER AND SON,Foreign,DVD; Russian,85,42571,
ONE MISSED CALL,Foreign,DVD; Japanese,85,42661,
YEAR MY PARENTS WENT ON VACATION,Foreign,DVD; Portuguese,85,42670,
TONY TAKITANI,Foreign,DVD; Japanese,85,42802,
A SNAKE OF JUNE,Foreign,DVD; Japanese,85,42857,
YEAR MY PARENTS WENT ON VACATION,Foreign,DVD; Portuguese,85,42934,
GUARD FROM UNDERGROUN,Foreign,DVD; Japanese,85,43126,
LA MUJER DE MI HERMANO,Foreign,DVD; Spanish,85,43197,
NATURAL CITY,Foreign,DVD; Korean,85,43250,
LOWER CITY,Foreign,DVD; Portuguese,85,43523,
THE ORPHANAGE,Foreign,DVD; Spanish,85,43670,
MOUNTAIN PATROL,Foreign,DVD; Chinese,85,43970,
EXTREME CRISIS,Foreign,DVD; Chinese/English,85,43974,
ENTER THE EAGLES,Foreign,DVD; Chinese/English,85,43975,
TRICKY BUSINESS,Foreign,DVD; Chinese,85,43980,
HOUSE OF SAND,Foreign,DVD; Portuguese,85,44396,
DEATH TRAIN,Foreign,DVD; Japanese,85,44448,
DEAD GIRL WALKING,Foreign,DVD; Japanese,85,44449,
THE BOY FROM HELL,Foreign,DVD; Japanese,85,44450,
THE DOLL CEMETERY,Foreign,DVD; Japanese,85,44452,
THE RAVAGED HOUSE,Foreign,DVD; Japanese,85,44453,
INNOCENT VOICES,Foreign,DVD; Spanish,85,44480,
QUINCEANERA,Foreign,DVD; Spanish,85,44520,
WARD NO. 6,Foreign,DVD; Russian,85,44622,
VIOLENT SUMMER / GIRL WITH A SUITCASE,Foreign,DVD; Italian,85,44736,
VIBRATOR,Foreign,DVD; Japanese,85,44794,
I AM AN S&M WRITER,Foreign,DVD; Japanese,85,44795,
THE BRUTE,Foreign,DVD; Spanish,85,44807,
LUNACY,Foreign,DVD; Czech,85,44913,
COMMISSAR,Foreign,DVD; Russian,85,45037,
THE BAND'S VISIT,Foreign,DVD; Hebrew,85,45126,
LE PETIT LEIUTENANT,Foreign,DVD; French,85,45353,
SOMBRE,Foreign,DVD; French,85,45354,
MEN AT WORK,Foreign,DVD; Farsi,85,45501,2006
CASI CASI,Foreign,DVD; Spanish,85,45667,
LAILA'S BIRTHDAY,Foreign,DVD; Arabic,86,45711,
THE ITALIAN,Foreign,DVD; Russian,86,45725,
PRODUCING ADULTS,Foreign,DVD; Finnish,86,45915,
KILLING WORDS,Foreign,DVD; Spanish,86,45921,
MAN WOMAN AND THE WALL,Foreign,DVD; Japanese,86,45947,
EXTASIS,Foreign,DVD; Spanish,86,46026,
WIDE AWAKE,Foreign,DVD; Korean,86,46056,
LEGEND OF THE SHADOWLESS SWORD,Foreign,DVD; Korean,86,46062,
REPRISE,Foreign,DVD; Norwegian,86,46168,
JAGODA IN THE SUPERMARKET,Foreign,DVD; Serbo-Croatian,86,46224,
HELP ME EROS,Foreign,DVD; Chinese,86,46233,
WE ARE TOGETHER,Foreign,DVD; Zulu,86,46274,
MIDNIGHT EAGLE,Foreign,DVD; Japanese,86,46417,
SEOUL RAIDERS,Foreign,DVD; Chinese,86,46427,
RE-CYCLE,Foreign,DVD; Chinese,86,46432,
MERCURY MAN,Foreign,DVD; Thai,86,46573,
DYING OF LAUGHTER,Foreign,DVD; Spanish,86,46632,
TAKE MY EYES,Foreign,DVD; Spanish,86,46653,
I'VE LOVED YOU SO LONG,Foreign,DVD; French/English,86,46665,
EIGHT MILES HIGH,Foreign,DVD; German,86,46672,
OMAR,Foreign,DVD; Arabic,86,46921,
TAKVA: MAN'S FEAR OF GOD,Foreign,DVD; Turkish,86,47030,
VITUS,Foreign,DVD; German/Swiss,86,47350,
I SERVED THE KING OF ENGLAND,Foreign,DVD; Czech,86,47485,
DIARY,Foreign,DVD; Cantonese,86,47522,
GUARD FROM UNDERGROUND,Foreign,DVD; Japanese,86,47574,
SHAMO,Foreign,DVD; Cantonese/Mandarin,86,47772,
GUMNAAM,Foreign,DVD; Hindi,86,47832,
1612,Foreign,DVD; Russian,86,47873,
THE SECRETS,Foreign,DVD; Hebrew/French,86,47878,
THE PROMISE,Foreign,DVD; Chinese,86,48189,
DEVINE INTERVENTION,Foreign,DVD; Hebrew,86,48202,
LIKE FATHER LIKE SON,Foreign,DVD; Japanese,86,48231,
GENERALE DELLA ROVERE,Foreign,DVD; Italian,86,48277,
NOI,Foreign,DVD; Icelandic,86,48338,
KAIDAN,Foreign,DVD; Japanese,86,48345,
WARM WATER UNDER A RED BRIDGE,Foreign,DVD; Japanese,86,48376,
TORMENTED,Foreign,DVD; Japanese,86,48467,
ARAB LABOR: SEASON 1,Foreign,DVD; Arabic/Hebrew,86,48468,
SEVERED WAYS,Foreign,DVD; Old Norse,86,48581,
KATYN,Foreign,DVD; Polish,86,48735,
RUDO AND CURSI,Foreign,DVD; Spanish,86,48834,
MOON CHILD,Foreign,DVD; Japanese,86,49054,
PARAISO TRAVEL,Foreign,DVD; Spanish,86,49366,
LADRON QUE ROBA A LADRON,Foreign,DVD; Spanish,86,49396,
SAMURAI PRINCESS,Foreign,DVD; Japanese,86,49412,
BAJO LA SAL,Foreign,DVD; Spanish,86,49434,
LULA: SON OF BRAZIL,Foreign,DVD; Portuguese,86,49483,
DOG EAT DOG,Foreign,DVD; Spanish,86,49583,
PIONEER,Foreign,DVD; Norwegian,86,49598,
LION'S DEN,Foreign,DVD; Spanish,86,49601,
PRINCESS,Foreign,DVD; Danish,86,49637,
THE APPEARED,Foreign,DVD; Spanish,86,49814,
FIGHTER IN THE WIND,Foreign,DVD; Korean,86,49892,
FIREBALL,Foreign,DVD; Thai,86,49894,
HARD REVENGE MILLY,Foreign,DVD; Japanese,86,49896,
FRONTIER OF DAWN,Foreign,DVD; French,86,49900,
WORLDS [APART],Foreign,DVD; Danish,86,49901,
MERMAID,Foreign,DVD; Russian,86,49920,
RIGHTEOUS TIES,Foreign,DVD; Korean,86,49924,
QUIET CHAOS,Foreign,DVD; Italian,86,49926,
THE DIVINE WEAPON,Foreign,DVD; Korean,86,49957,
THE HEADLESS WOMAN,Foreign,DVD; Spanish,86,49967,
MY SON,Foreign,DVD; Korean,86,50128,
SOO,Foreign,DVD; Korean,86,50129,
RED CLIFF,Foreign,DVD; Chinese,86,50329,
VOICE OF A MURDERER,Foreign,DVD; Korean,86,50401,
SAUNA,Foreign,DVD; Russian,86,50440,
BEHIND THE SUN,Foreign,DVD; Portuguese,86,50494,
GHOSTS OF WAR,Foreign,DVD; Korean,86,50515,
OWL AND THE SPARROW,Foreign,DVD; Vietnamese,86,50587,
SPIRAL,Foreign,DVD; French,86,50663,
WAVES OF LUST,Foreign,DVD; Italian,86,50665,
THE WARLORDS,Foreign,DVD; Chinese,86,50822,
ZIFT,Foreign,DVD; Bulgarian,86,50935,
TERRIBLY HAPPY,Foreign,DVD; Danish,87,50938,
MY NAME IS KHAN,Foreign,DVD; Hindi,87,51108,
THE LAST DAYS,Foreign,DVD; Spanish,87,51138,
SEVEN DAYS,Foreign,DVD; Korean,87,51208,
DARKNESS [T.M.A],Foreign,DVD; Czech,87,51443,
ELITE SQUAD:THE ENEMY WITHIN,Foreign,DVD; Portuguese,87,51562,
I'M GONNA EXPLODE,Foreign,DVD; Spanish,87,51583,
MOSCOW BELGIUM,Foreign,DVD; Dutch,87,51655,
STEP INTO THE DARKNESS,Foreign,DVD; Turkish/Arabic/Kurdish,87,51656,
GIGANTE,Foreign,DVD; Spanish,87,51666,
I AM LOVE,Foreign,DVD; Italian,87,51767,
THE CHASER,Foreign,DVD; Korean,87,51885,
IN THERAPY,Foreign,DVD; Portuguese,87,51915,
THE PATIENCE STONE,Foreign,DVD; Farsi,87,52049,
RAINS OF INJUSTICE,Foreign,DVD; Spanish,87,52052,
WALKING VENGEANCE,Foreign,DVD; Spanish,87,52059,
RESURRECTION THE:PAINTED SKIN,Foreign,DVD; Chinese,87,52135,
NO ERES TU SOY YO,Foreign,DVD; Spanish,87,52233,
AS IT IS IN HEAVIN,Foreign,DVD; Swedish,87,52265,
PATRIK AGE 1.5,Foreign,DVD; Swedish,87,52267,
THE MILK OF SORROW,Foreign,DVD; Spanish,87,52269,
DISENGAGEMENT,Foreign,DVD; Hebrew,87,52274,
MAP OF THE SOUNDS OF TOKYO,Foreign,DVD; Japanese,87,52342,
SOUL KITCHEN,Foreign,DVD; German,87,52347,
THE LIBERATOR,Foreign,DVD; Spanish,87,52456,
ALAMAR,Foreign,DVD; Spanish,87,52459,
KONTROLL,Foreign,DVD; Norwegian,87,52482,
LEBANON,Foreign,DVD; Hebrew,87,52483,
MISS BALA,Foreign,DVD; Spanish,87,52710,
THE STORM WARRIORS,Foreign,DVD; Chinese,87,52725,
KITES,Foreign,DVD; Hindi,87,52731,
ROOM IN ROME,Foreign,DVD; Spanish,87,52776,
ADRIFT,Foreign,DVD; Portuguese,87,52847,
MURDER OBSESSION,Foreign,DVD; Italian,87,53011,
THE SECRET OF THE URN,Foreign,DVD; Japanese,87,53085,
LIFE AND DEATH OF A PORNO GANG,Foreign,DVD; Serbian,87,53086,
THE SUSPECT,Foreign,DVD; Korean,87,53139,
GOEMON,Foreign,BluRay; Japanese,87,53162,
VISION,Foreign,DVD; German,87,53163,
MUAY THAI GIANT,Foreign,DVD; Thai,87,53176,
CHAWZ,Foreign,DVD; Korean,87,53178,
UNDERTOW,Foreign,DVD; Spanish,87,53347,2010
BROTHERHOOD,Foreign,DVD; Danish,87,53412,2009
NORA'S WILL,Foreign,DVD; Spanish,87,53471,
KINGDOM OF WAR,Foreign,DVD; Thai,87,53476,
THE CONQUEROR,Foreign,DVD; Russian,87,53739,
WE ARE WHAT WE ARE,Foreign,DVD; Spanish,87,53743,
COLD SWEAT,Foreign,DVD; Spanish,87,53815,2011
OPERATION RED SEA,Foreign,DVD; Chinese,87,53853,
TO DIE LIKE A MAN,Foreign,DVD; Portuguese,87,53960,
ARMY OF CRIME,Foreign,DVD; German,87,53993,
YOSSI & JAGGER,Foreign,DVD; Hebrew,87,53996,
BKO: BANGKOK KNOCKOUT,Foreign,DVD; Thai,87,54032,
POLICE ADJECTIVE,Foreign,DVD; Romanian,87,54059,
THE SUN,Foreign,DVD; Russian,87,54122,
THE SILENT HOUSE,Foreign,DVD; Spanish,87,54200,
BLADES OF BLOOD,Foreign,DVD; Korean,87,54203,
KARATE GIRL,Foreign,DVD; Japanese,87,54267,
THE STOOL PIEGON,Foreign,DVD; Chinese,87,54320,
ELENA,Foreign,DVD; Russian,87,54472,
THE SYLVIAN EXPERIMENTS,Foreign,DVD; Japanese,87,54516,
THE CHILD'S EYE,Foreign,DVD; Chinese,87,54519,
THE RED CHAPEL,Foreign,DVD; Danish,87,54528,
RARE EXPORTS: A CHRISTMAS TALE,Foreign,DVD; Finnish,87,54606,
THE NAMES OF LOVE,Foreign,DVD; French,87,54631,
DOOMSDAY BOOK,Foreign,DVD; Korean,87,54675,
DIABLO,Foreign,DVD; Spanish,87,54676,
STRANGERS,Foreign,DVD; Hebrew,87,54707,
JESUS OF MONTREAL,Foreign,DVD; French,87,54710,
KIDNAPPED,Foreign,DVD; Spanish,87,54906,2011
WAVE THE,Foreign,DVD; German,87,54939,
LIFE ABOVE ALL,Foreign,BluRay; Northern Sotho,87,54989,
LIFE ABOVE ALL,Foreign,DVD; Northern Sotho,88,54990,
CIRCUMSTANCE,Foreign,DVD; Farsi,88,55008,
CHICO AND RITA,Foreign,DVD; Spanish,88,55072,
ALIVE,Foreign,DVD; Albanian,88,55085,2011
ROBBER THE,Foreign,DVD; German,88,55122,
SAVING PRIVATE PEREZ,Foreign,DVD; Spanish,88,55186,
WHERE DO WE GO NOW,Foreign,DVD; Arabic,88,55207,
HAPPY HAPPY,Foreign,DVD; Norwegian,88,55300,
YAKUZA WEAPON,Foreign,DVD; Japanese,88,55431,
YOUNG GIRLS OF WILKO,Foreign,DVD; Polish,88,55476,
LABIOS ROJOS (RED LIPS),Foreign,DVD; Spanish,88,55490,
RABIES,Foreign,DVD; Hebrew,88,55598,
THE SKIN I LIVE IN,Foreign,DVD; Spanish,88,55641,
THE WOMEN ON THE 6TH FLOOR,Foreign,DVD; French,88,55661,
TWISTED ROMANCE,Foreign,DVD; Spanish,88,55725,
CHICO AND RITA,Foreign,DVD; Spanish,88,55731,
KLOWN,Foreign,DVD; Danish,88,55762,
THE DOUBLE HOUR,Foreign,DVD; Italian,88,55872,
KING OF DEVIL'S ISLAND,Foreign,DVD; Norwegian,88,55918,
PASTORELA,Foreign,DVD; Spanish,88,55919,
WOMAN KNIGHT OF MIRROR LAKE,Foreign,DVD; Mandarin,88,56123,
THE VIRAL FACTOR,Foreign,DVD; Chinese,88,56151,
YOUNG AND WILD,Foreign,DVD; Spanish,88,56153,
MICHAEL,Foreign,DVD; German,88,56210,2011
HERMANO,Foreign,DVD; Spanish,88,56220,
IN DARKNESS,Foreign,DVD; Polish,88,56307,
THE HORDE,Foreign,DVD; Russian,88,56442,2012
QUILL,Foreign,DVD; Japanese,88,56470,
THE MONITOR,Foreign,DVD; Norwegian,88,56523,
MY WAY,Foreign,DVD; Korean,88,56528,
WARRIORS OF THE RAINBOW,Foreign,DVD; Multi-lingual,88,56561,
WHITE VENGEANCE,Foreign,DVD; Mandarin,88,56702,
THE YELLOW SEA,Foreign,DVD; Korean,88,56943,
301/302,Foreign,DVD; Korean,88,57187,
THE ASSASSINS,Foreign,DVD; Mandarin,88,57375,
I'M SO EXCITED!,Foreign,BluRay; Spanish,88,57396,
SLEEP TIGHT,Foreign,DVD; Spanish,88,57408,
TRISHNA,Foreign,DVD; Hindi,88,57438,
THE POOL,Foreign,DVD; Hindi,88,57590,
HARA-KIRI,Foreign,DVD; Japanese,88,57591,2011
INSTRUCTIONS NOT INCLUDED,Foreign,DVD; Spanish,88,57604,
THE THIEVES,Foreign,DVD; Korean,88,57635,
THE GUILLOTINES,Foreign,DVD; Mandarin,88,57663,
SILENT SOULS,Foreign,DVD; Russian,88,57684,
LAPLAND ODYSSEY,Foreign,DVD; Finnish,88,57687,
HARD ROMANTICKER,Foreign,DVD; Japanese,88,57769,
BULLET COLLECTOR,Foreign,DVD; Russian,88,57782,
A ROYAL AFFAIR,Foreign,DVD; Danish,88,57815,
BACK TO 1942,Foreign,DVD; Chinese,88,57959,
ID:A,Foreign,DVD; Danish,88,58155,
AS LUCK WOULD HAVE IT,Foreign,DVD; Spanish,88,58165,
GRACELAND,Foreign,DVD; Tagalog,88,58269,
PIETA,Foreign,DVD; Korean,88,58270,
PULLING STRINGS,Foreign,DVD; Spanish,88,58908,
THE ROCKET,Foreign,DVD; Lao,88,59061,2013
THE GERMAN DOCTOR,Foreign,DVD; Spanish,88,59346,
THE WAY HE LOOKS,Foreign,DVD; Portuguese,88,59456,
BELOVED SISTERS,Foreign,DVD; German,88,59845,
GOODNIGHT MOMMY,Foreign,DVD; German,88,59886,
HORSE MONEY,Foreign,DVD; Portuguese,88,60169,
THE KINDERGARTEN TEACHER,Foreign,DVD; Hebrew,88,60298,
BOY & THE WORLD,Foreign,BluRay; Portuguese,88,60311,
BOY & THE WORLD,Foreign,DVD; Portuguese,88,60394,
ZOMBIE FIGHT CLUB,Foreign,DVD; Chinese,88,60526,
IPHIGENIA,Foreign,DVD; Greek,88,60696,
KILLZONE 2,Foreign,DVD; Thai,88,60854,
WESTERN,Foreign,DVD; German,88,60938,
LABYRINTH OF LIES,Foreign,DVD; German,88,61139,
TAXI TONIGHT,Foreign,DVD; Thai,88,61181,
MAN BEHIND THE SCISSORS,Foreign,DVD; Japanese,88,61182,
WOLF WARRIOR 2,Foreign,DVD; Chinese,88,61695,
THE AGE OF SHADOWS,Foreign,DVD; Korean,88,61781,
RAILROAD TIGERS,Foreign,DVD; Chinese,88,61864,
EVERYBODY LOVES SOMEBODY,Foreign,DVD; Spanish,89,61867,
LAND OF MINE,Foreign,DVD; German,89,62496,
THE GREAT BATTLE,Foreign,DVD; Korean,89,63337,
RAMPANT,Foreign,DVD; Korean,89,63500,
KUNG FU YOGA,Foreign,DVD; Chinese,89,63508,
KUNG FU YOGA,Foreign,BluRay; Chinese,89,63509,
THE CAPTAIN,Foreign,DVD; German,89,63610,
GAUGUIN: VOYAGE TO TAHITI,Foreign,DVD; French,89,63875,
SHADOW,Foreign,DVD; Chinese,89,63893,2019
THE FIRST KING,Foreign,DVD; Latin,89,64071,
THE FIRST KING,Foreign,BluRay; Latin,89,64072,
THE SILENT REVOLUTION,Foreign,DVD; German,89,64174,
BATTLE OF JANGSARI,Foreign,BluRay; Korean,89,64533,
BATTLE OF JANGSARI,Foreign,DVD; Korean,89,64534,
HE LOVES ME HE LOVES ME NOT,Foreign,DVD; French,89,unnumbered,
STRAIGHT FROM THE BARRIO,Foreign,DVD; Spanish,89,unnumbered,
CARRIE,Horror,DVD,89,30012,2002
THE NIGHT FLIER,Horror,DVD,89,30102,
GREATEST AMERICAN SNUFF FILM,Horror,DVD,89,30209,
THE PROPHECY,Horror,DVD,89,30353,
VHS 2,Horror,DVD,89,30375,
SOMETIMES THEY COME BACK FOR MORE,Horror,DVD,89,30593,
WARLOCK III: THE END OF INNOCENCE,Horror,DVD,89,30631,
RAGE THE: CARRIE 2,Horror,DVD,89,30633,
THE BLAIR WITCH PROJECT,Horror,DVD,89,30643,
CHILDREN OF THE CORN 666,Horror,DVD,89,30650,
THE HAUNTING,Horror,DVD,89,30686,
THE REAPING,Horror,DVD,89,30873,
SLEEPY HOLLOW,Horror,DVD,89,30883,
THE REAPER,Horror,DVD,89,30892,
MR DEATH,Horror,DVD,89,30893,
DON'T LOOK DOWN,Horror,DVD,89,30896,
BLOODY MURDER,Horror,DVD,89,31029,
THE QUIET ONES,Horror,DVD,89,31180,
BRUISER,Horror,DVD,89,31766,
BONES,Horror,DVD,89,31770,
THE CONVENT,Horror,DVD,89,31959,
SLEEPLESS,Horror,DVD,89,32011,
RIPPER: LETTER FROM HELL,Horror,DVD,89,32070,
CALLING THE,Horror,DVD,89,32072,
AMERICAN NIGHTMARE,Horror,DVD,89,32114,
THE MANGLER 2,Horror,DVD,89,32185,
THE FORSAKEN,Horror,DVD,89,32233,
FINAL DESTINATION 3,Horror,DVD,89,32284,
13 GANTRY ROW,Horror,DVD,89,32325,
HOUSE ON THE EDGE OF THE PARK,Horror,DVD,89,32426,
NOMADS,Horror,DVD,89,32434,
SHE CREATURE,Horror,DVD,89,32448,
HOBBS END,Horror,DVD,89,32545,
KILLER BARBYS,Horror,DVD,89,32680,
THE ATTIC EXPEDITIONS,Horror,DVD,89,32707,
DRACULA RISING,Horror,DVD,89,32716,
CLUB VAMPIRE,Horror,DVD,89,32717,
TO SLEEP WITH A VAMPIRE,Horror,DVD,89,32719,
BLOOD TIES,Horror,DVD,89,32721,
HALLOWEEN H20: TWENTY YEARS LATER,Horror,DVD,89,32767,
PURIFICATION,Horror,DVD,89,33061,
SEANCE,Horror,DVD,89,33067,
SLASHERS,Horror,DVD,89,33098,
TED BUNDY,Horror,DVD,89,33141,
THEY CRAWL,Horror,DVD,89,33186,
WISHMASTER: THE PROPHECY FULFILLED,Horror,DVD,89,33221,
HATRED OF A MINUTE,Horror,DVD,89,33439,
WENDIGO,Horror,DVD,89,33467,
FAIR HAIRED CHILD,Horror,DVD,89,33562,
SOUNDS LIKE,Horror,DVD,89,33574,
RIGHT TO DIE,Horror,DVD,89,33575,
THE WASHINGTONIANS,Horror,DVD,89,33586,
ZOMBIE 4: AFTER DEATH,Horror,DVD,89,33661,
TRAUMA,Horror,DVD,89,33712,2002
WATCHERS 1 & 2,Horror,DVD,89,33736,
HOSTEL PART II,Horror,DVD,89,33755,
SUMMER OF FEAR,Horror,DVD,90,33762,
THE CARD PLAYER,Horror,DVD,90,33870,
CAPTIVITY,Horror,DVD,90,34089,
RISE: BLOOD HUNTER,Horror,DVD,90,34198,
GHOSTS OF GOLDFIELD,Horror,DVD,90,34368,
DRACULA II: ASCENSION,Horror,DVD,90,34397,
JAWS 4:THE REVENGE,Horror,DVD,90,34432,
THE MINION,Horror,DVD,90,34484,
DEATHWATCH,Horror,DVD,90,34527,2003
THE ENTRANCE,Horror,DVD,90,34560,
FEAR NO EVIL,Horror,DVD,90,34563,
THE DEAD HATE THE LIVING,Horror,DVD,90,34606,
THE LAST HORROR MOVIE,Horror,DVD,90,34640,
STREET TALES OF TERROR,Horror,DVD,90,34661,
DEVIL'S HARVEST,Horror,DVD,90,34726,
SEE NO EVIL,Horror,DVD,90,34752,
INVITATION TO HELL,Horror,DVD,90,34753,
THEY,Horror,DVD,90,34772,
THE CLOTH,Horror,DVD,90,34812,
STIR OF ECHOES 2: HOMECOMING,Horror,DVD,90,34825,
THE HAUNTING OF MORELLA,Horror,DVD,90,34831,
BURNT OFFERINGS,Horror,DVD,90,34842,
I MADMAN,Horror,DVD,90,34844,
SIGHT,Horror,DVD,90,34898,
IT LIVES AGAIN / ISLAND OF THE ALIVE,Horror,DVD,90,34975,
CONTRACTED,Horror,DVD,90,35009,
QUEEN OF THE DAMNED,Horror,DVD,90,35333,
THE DIVINE FURY,Horror,DVD,90,35364,
WILDLING,Horror,DVD,90,35480,
HALFWAY HOUSE,Horror,DVD,90,35545,
CABIN FEVER,Horror,DVD,90,35637,
HOUSE OF THE DEAD,Horror,DVD,90,35664,
FRIDAY THE 13TH: THE FINAL CHAPTER,Horror,DVD,90,36023,
HABIT,Horror,DVD,90,36044,
THE GIRL NEXT DOOR,Horror,DVD,90,36066,
SERIAL KILLING 101,Horror,DVD,90,36150,
EDGE OF SANITY,Horror,DVD,90,36273,
MY LITTLE EYE,Horror,DVD,90,36357,
GRAVEYARD SHIFT,Horror,DVD,90,36461,
